Local ID	Other Protein ID	Profile superfamily	Profile ID	E-value	Identity cluster	Order of leaves in full sequence tree	Superclusters based on CARF/SAVED domain tree	Final group assignments	Genome Name	Protein Length	CDD asignments, automatic with E-value 0.0001 (CARF only)	Domain organization	TMHMM result	Current genbank annotation	Potential Ring Nucleases	RN group
MK_CARF_00012764	WP_053587369.1	CARF	CARF.51.FASTA	1.56E-85	790	3472	CL1_CARF	CARF_m11	Actinomyces sp. oral taxon 414	708		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_00010241	WP_103064253.1	CARF	CARF.51.FASTA	3.73E-82	1791	3473	CL1_CARF	CARF_m11	Actinomyces sp. 553	801		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_00010259	WP_103064253.1	CARF	CARF.51.FASTA	3.73E-82	1791	3474	CL1_CARF	CARF_m11	Actinomyces sp. 553	801		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_00010262	WP_108965810.1	CARF	CARF.423.FASTA	6.49E-83	1186	3475	CL1_CARF	CARF_m11	Actinomyces sp. Z16	795		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_00010240	WP_108965810.1	CARF	CARF.423.FASTA	6.49E-83	1186	3476	CL1_CARF	CARF_m11	Actinomyces sp. Z16	795		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_01001385	gene_11|GeneMark.hmm|746_aa|+|19366|21606 AUBL01000053.1	CARF	CARF.51.FASTA	1.27E-71	3755	3477	CL1_CARF	CARF_m11	Actinomyces dentalis DSM 19115 G446	746		CARF_HEPNnew_CARF			Non-RN	
MK_CARF_00013172	WP_083470824.1	CARF	CARF.15.FASTA	9.83E-71	4360	3478	CL1_CARF	CARF_m11	Actinomyces sp. oral taxon 414	818		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_00010472	WP_083470824.1	CARF	CARF.15.FASTA	9.83E-71	4360	3479	CL1_CARF	CARF_m11	Actinomyces sp. oral taxon 414	818		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_01001068	EGE36899.1	CARF	CARF.15.FASTA	4.53E-96	1991	3480	CL1_CARF	CARF_m11	Actinomyces viscosus C505	816		CARF_HEPNnew_CARF		hypothetical protein HMPREF0059_02261	Non-RN	
MK_CARF_01001140	gene_11|GeneMark.hmm|957_aa|+|11795|14668 KE386786.1	CARF	CARF.15.FASTA	3.75E-62	1027	3481	CL1_CARF	CARF_m11	Actinomyces slackii ATCC 49928	957		CARF_HEPNnew_CARF			Non-RN	
MK_CARF_00013205	WP_106110410.1	CARF	CARF.15.FASTA	3E-52	2950	3482	CL1_CARF	CARF_m11	Actinomyces sp. oral taxon 897	863		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_00011641	WP_106110410.1	CARF	CARF.15.FASTA	3E-52	2950	3483	CL1_CARF	CARF_m11	Actinomyces sp. oral taxon 897	863		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_01001091	ENO18590.1	CARF	CARF.18.FASTA	7.91E-135	4123	3484	CL1_CARF	CARF_m11	Actinomyces cardiffensis F0333	747		CARF_HEPNnew_CARF		hypothetical protein HMPREF9004_0639	Non-RN	
MK_CARF_ADD00000151	SDH48446.1	CARF	CARF.234.FASTA		26a	3485	CL1_CARF	CARF_m11	Pseudonocardia oroxyli	722		CARF_HEPNnew_CARF		hypothetical protein SAMN05216377_12344	Non-RN	
MK_CARF_ADD00000152	WP_143030254.1	CARF	CARF.234.FASTA		26a	3486	CL1_CARF	CARF_m11	Pseudonocardia oroxyli	713		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_ADD00000148	OJY45963.1	CARF	CARF.269.FASTA		99a	3487	CL1_CARF	CARF_m11	Pseudonocardia sp. 73-21	744		CARF_HEPNnew_CARF		hypothetical protein BGP03_31360	Non-RN	
MK_CARF_01000789	ABP53486.1	CARF	CARF.432.FASTA	1.87E-81	864	3488	CL1_CARF	CARF_m11	Salinispora tropica CNB-440	852		CARF_HEPNnew_CARF		hypothetical protein Strop_1011	Non-RN	
MK_CARF_00010355	WP_011904920.1	CARF	CARF.432.FASTA	1.87E-81	864	3489	CL1_CARF	CARF_m11	Salinispora tropica	852		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_01000788	gene_90|GeneMark.hmm|849_aa|-|104803|107352 KB894862.1	CARF	CARF.432.FASTA	2.58E-80	1934	3490	CL1_CARF	CARF_m11	Salinispora pacifica CNR942	849		CARF_HEPNnew_CARF			Non-RN	
MK_CARF_01000790	gene_29|GeneMark.hmm|848_aa|+|31042|33588 KB894964.1	CARF	CARF.432.FASTA	4.96E-80	4743	3491	CL1_CARF	CARF_m11	Salinispora pacifica CNS055	848		CARF_HEPNnew_CARF			Non-RN	
MK_CARF_00010833	WP_095565650.1	CARF	CARF.432.FASTA	4.36E-67	1813	3492	CL1_CARF	CARF_m11	Plantactinospora sp. KBS50	744		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_ADD00000154	WP_123602634.1	CARF	CARF.286.FASTA		94a	3493	CL1_CARF	CARF_m11	Micromonospora sp. Llam0	805		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_01000811	gene_84|GeneMark.hmm|769_aa|-|110404|112713 BCQP01000039.1	CARF	CARF.14.FASTA	2.56E-83	394	3494	CL1_CARF	CARF_m11	Actinomadura chibensis NBRC 106107	769		CARF_HEPNnew_CARF			Non-RN	
MK_CARF_01000810	gene_35|GeneMark.hmm|767_aa|+|51642|53945 BCQS01000045.1	CARF	CARF.14.FASTA	8.44E-85	354	3495	CL1_CARF	CARF_m11	Actinomadura latina NBRC 106108	767		CARF_HEPNnew_CARF			Non-RN	
MK_CARF_01000812	gene_231|GeneMark.hmm|758_aa|-|249918|252194 KB894093.1	CARF	CARF.14.FASTA	1.01E-70	202	3496	CL1_CARF	CARF_m11	Actinomadura flavalba DSM 45200	758		CARF_HEPNnew_CARF			Non-RN	
MK_CARF_01001051	gene_38|GeneMark.hmm|750_aa|-|44629|46881 KB907215.1	CARF	CARF.14.FASTA	8.96E-71	995	3497	CL1_CARF	CARF_m11	Actinomadura atramentaria DSM 43919	750		CARF_HEPNnew_CARF			Non-RN	
MK_CARF_00010225	WP_119726304.1	CARF	CARF.14.FASTA	8.97E-84	3875	3498	CL1_CARF	CARF_m11	Actinomadura amylolytica	767		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_00010434	WP_119726304.1	CARF	CARF.14.FASTA	8.97E-84	3875	3499	CL1_CARF	CARF_m11	Actinomadura amylolytica	767		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_01001064	gene_20|GeneMark.hmm|777_aa|-|21753|24086 BCQU01000009.1	CARF	CARF.14.FASTA	9.43E-80	747	3500	CL1_CARF	CARF_m11	Actinomadura rubrobrunea NBRC 15275	777		CARF_HEPNnew_CARF			Non-RN	
MK_CARF_01001101	gene_3|GeneMark.hmm|762_aa|-|1804|4092 BBYL01000030.1	CARF	CARF.14.FASTA	8.42E-67	4410	3501	CL1_CARF	CARF_m11	Microtetraspora glauca	762		CARF_HEPNnew_CARF			Non-RN	
MK_CARF_01001102	gene_32|GeneMark.hmm|760_aa|-|30602|32884 BBYK01000063.1	CARF	CARF.14.FASTA	7.65E-70	4279	3502	CL1_CARF	CARF_m11	Microtetraspora fusca	760		CARF_HEPNnew_CARF			Non-RN	
MK_CARF_01001103	gene_2|GeneMark.hmm|776_aa|-|1153|3483 BCRI01000109.1	CARF	CARF.445.FASTA	6.46E-68	20	3503	CL1_CARF	CARF_m11	Microbispora mesophila NBRC 14179	776		CARF_HEPNnew_CARF			Non-RN	
MK_CARF_00010411	WP_086161766.1	CARF	CARF.14.FASTA	3.3E-73	4067	3504	CL1_CARF	CARF_m11	Streptomyces sp. SCSIO 03032	755		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_00010639	WP_086161766.1	CARF	CARF.14.FASTA	3.3E-73	4067	3505	CL1_CARF	CARF_m11	Streptomyces sp. SCSIO 03032	755		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_ADD00000208	WP_076845006.1	CARF	CARF.255.FASTA		3a	3506	CL1_CARF	CARF_m11	Frankia sp. BMG5.30	773		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_ADD00000207	WP_047224776.1	CARF	CARF.255.FASTA		3a	3507	CL1_CARF	CARF_m11	Frankia coriariae	773		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_ADD00000206	WP_131792109.1	CARF	CARF.255.FASTA		3a	3508	CL1_CARF	CARF_m11	Frankia symbiont of Datisca glomerata	777		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_ADD00000210	WP_131787824.1	CARF	CARF.255.FASTA		3a	3509	CL1_CARF	CARF_m11	Frankia symbiont of Coriaria ruscifolia	777		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_ADD00000209	WP_131771104.1	CARF	CARF.255.FASTA		3a	3510	CL1_CARF	CARF_m11	Frankia symbiont of Datisca glomerata	777		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_ADD00000205	WP_131748931.1	CARF	CARF.255.FASTA		3a	3511	CL1_CARF	CARF_m11	Frankia symbiont of Coriaria arborea	797		CARF_HEPNnew_CARF		hypothetical protein	Non-RN	
MK_CARF_00011448	WP_014767556.1	CARF	CARF.388.FASTA	2.17E-64	4840	4286		CARF_m12	Desulfurococcus amylolyticus	556		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_00101054	YP_006402231.1	CARF	CARF.388.FASTA	2.17E-64	4840	4287		CARF_m12	Desulfurococcus fermentans DSM 16532	556		CARF_PIN		hypothetical protein Desfe_0759	Non-RN	
MK_CARF_00100374	YP_002428440.1	CARF	CARF.388.FASTA	2.01E-65	227	4288		CARF_m12	Desulfurococcus kamchatkensis 1221n	556		CARF_PIN		hypothetical protein DKAM_0747	Non-RN	
MK_CARF_00011389	WP_012608414.1	CARF	CARF.388.FASTA	2.01E-65	227	4289		CARF_m12	Desulfurococcus amylolyticus	556		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_00100711	YP_004176060.1	CARF	CARF.388.FASTA	2.93E-59	1257	4290		CARF_m12	Desulfurococcus mucosus DSM 2162	553		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_00011446	WP_013561800.1	CARF	CARF.388.FASTA	2.93E-59	1257	4291		CARF_m12	Desulfurococcus mucosus	553		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_00011777	WP_013129359.1	CARF	CARF.388.FASTA	4.12E-50	1549	4292		CARF_m12	Thermosphaera aggregans	545		CARF_PIN_TM	1	hypothetical protein	Non-RN	
MK_CARF_00100611	YP_003649718.1	CARF	CARF.388.FASTA	4.12E-50	1549	4293		CARF_m12	Thermosphaera aggregans DSM 11486	545		CARF_PIN_TM	1	hypothetical protein Tagg_0491	Non-RN	
MK_CARF_00011711	WP_013143249.1	CARF	CARF.388.FASTA	1.1E-51	2494	4294		CARF_m12	Staphylothermus hellenicus	549		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_00100617	YP_003668950.1	CARF	CARF.388.FASTA	1.1E-51	2494	4295		CARF_m12	Staphylothermus hellenicus DSM 12710	549		CARF_PIN		hypothetical protein Shell_0945	Non-RN	
MK_CARF_00011567	WP_011839782.1	CARF	CARF.388.FASTA	1.71E-55	4157	4296		CARF_m12	Staphylothermus marinus	547		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_00100206	YP_001041496.1	CARF	CARF.388.FASTA	1.71E-55	4157	4297		CARF_m12	Staphylothermus marinus F1	547		CARF_PIN		hypothetical protein Smar_1499	Non-RN	
MK_CARF_00101047	YP_006363423.1	CARF	CARF.388.FASTA	2.15E-51	4493	4298		CARF_m12	Thermogladius cellulolyticus 1633	549		CARF_PIN		hypothetical protein TCELL_0861	Non-RN	
MK_CARF_00011690	WP_083830018.1	CARF	CARF.388.FASTA	1.99E-51	705	4299		CARF_m12	Thermogladius calderae	544		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_00013187	WP_013776886.1	CARF	CARF.24.FASTA	1.66E-10	241	3869	#N/A	CARF_m13	Acidianus hospitalis	178	cd09741	CARF		CRISPR-associated protein	RN(1)	RN_2_2_3
MK_CARF_00100789	YP_004459269.1	CARF	CARF.24.FASTA	1.66E-10	241	3870	#N/A	CARF_m13	Acidianus hospitalis W1	178	cd09741	CARF		hypothetical protein Ahos_2100	RN(1)	RN_2_2_3
MK_CARF_00013198	ARM76921.1	CARF	CARF.427.FASTA	5.7E-10	3410	3875	#N/A	CARF_m13	Acidianus manzaensis	179	cd09741	CARF		CRISPR-associated protein	RN(1)	RN_2_2_3
MK_CARF_01000528	AEB95239.1	CARF	CARF.427.FASTA	3.53E-12	4731	3876	#N/A	CARF_m13	Metallosphaera cuprina Ar-4	188	cd09723	CARF		conserved hypothetical protein	RN(1)	RN_2_2_3
MK_CARF_00100768	YP_004409723.1	CARF	CARF.427.FASTA	3.53E-12	4731	3877	#N/A	CARF_m13	Metallosphaera cuprina Ar-4	188	cd09723	CARF		hypothetical protein Mcup_1134	RN(1)	RN_2_2_3
MK_CARF_00013171	WP_013737737.1	CARF	CARF.427.FASTA	3.53E-12	4731	3878	#N/A	CARF_m13	Metallosphaera cuprina	188	cd09723	CARF		CRISPR-associated protein	RN(1)	RN_2_2_3
MK_CARF_01000524	gene_20|GeneMark.hmm|181_aa|-|16122|16667 BBBA01000021.1	CARF	CARF.427.FASTA	0.000000261	2378	3879	#N/A	CARF_m13	Metallosphaera hakonensis JCM 8857	181	cd09723	CARF			RN(1)	RN_2_2_3
MK_CARF_01000526	EWG06582.1	CARF	CARF.427.FASTA	3.92E-11	1763	3882	#N/A	CARF_m13	Sulfolobales archaeon AZ1	196	cd09741	CARF		hypothetical protein ASUL_08879	RN(1)	RN_2_2_3
MK_CARF_00013201	WP_110271273.1	CARF	CARF.427.FASTA	6.13E-10	2926	3883	#N/A	CARF_m13	Acidianus brierleyi	184	cd09741	CARF		CRISPR-associated protein	RN(1)	RN_2_2_3
MK_CARF_00000111	NP_342842.1	CARF	CARF.427.FASTA	0.000011	1293	3884	#N/A	CARF_m13	Sulfolobus solfataricus P2	177	cd09723	CARF		hypothetical protein SSO1397	RN(1)	RN_2_2_3
MK_CARF_00100028	NP_342842.1	CARF	CARF.427.FASTA	0.000011	1293	3885	#N/A	CARF_m13	Sulfolobus solfataricus P2	177	cd09723	CARF		hypothetical protein SSO1397	RN(1)	RN_2_2_3
MK_CARF_01000522	gene_920|GeneMark.hmm|188_aa|-|860315|860881 AHJP01000001.1	CARF	CARF.427.FASTA	0.0000122	4023	3886	#N/A	CARF_m13	Sulfolobus islandicus M.1	188	cd09723	CARF			RN(1)	RN_2_2_3
MK_CARF_00100411	YP_002828965.1	CARF	CARF.427.FASTA	0.000011	3653	3887	#N/A	CARF_m13	Sulfolobus islandicus M.14.25	177	cd09723	CARF		hypothetical protein M1425_0870	RN(1)	RN_2_2_3
MK_CARF_01000521	KJR78461.1	CARF	CARF.427.FASTA	2.67E-08	2942	3888	#N/A	CARF_m13	Sulfolobales archaeon AZ1	177	cd09723	CARF		hypothetical protein TQ35_07125	RN(1)	RN_2_2_3
MK_CARF_00013176	WP_126450463.1	CARF	CARF.427.FASTA	8.08E-11	4490	3899	#N/A	CARF_m13	Sulfodiicoccus acidiphilus	179	cd09741	CARF		CRISPR-associated protein	RN(1)	RN_2_2_3
MK_CARF_00000105	AAK42262.1	CARF	CARF.427.FASTA	9.85E-17	255	3900	#N/A	CARF_m13	Saccharolobus solfataricus P2	178	cd09723	CARF		Hypothetical protein SSO2081	RN(1)	RN_2_2_3
MK_CARF_01000530	AKA74877.1	CARF	CARF.427.FASTA	9.85E-17	255	3901	#N/A	CARF_m13	Sulfolobus solfataricus	178	cd09723	CARF		hypothetical protein SULB_2820	RN(1)	RN_2_2_3
MK_CARF_00013123	AKA80263.1	CARF	CARF.427.FASTA	9.85E-17	255	3902	#N/A	CARF_m13	Saccharolobus solfataricus	178	cd09723	CARF		hypothetical protein SULA_2819	RN(1)	RN_2_2_3
MK_CARF_00013121	AKA74877.1	CARF	CARF.427.FASTA	9.85E-17	255	3903	#N/A	CARF_m13	Saccharolobus solfataricus	178	cd09723	CARF		hypothetical protein SULB_2820	RN(1)	RN_2_2_3
MK_CARF_00013125	WP_009989802.1	CARF	CARF.427.FASTA	9.85E-17	255	3904	#N/A	CARF_m13	Saccharolobus solfataricus	178	cd09723	CARF		hypothetical protein	RN(1)	RN_2_2_3
MK_CARF_00000114	NP_343472.1	CARF	CARF.427.FASTA	9.85E-17	255	3905	#N/A	CARF_m13	Sulfolobus solfataricus P2	178	cd09723	CARF		hypothetical protein SSO2081	RN(1)	RN_2_2_3
MK_CARF_00013122	AKA77573.1	CARF	CARF.427.FASTA	9.85E-17	255	3906	#N/A	CARF_m13	Saccharolobus solfataricus	178	cd09723	CARF		hypothetical protein SULC_2817	RN(1)	RN_2_2_3
MK_CARF_00013124	AZF85010.1	CARF	CARF.427.FASTA	9.85E-17	255	3907	#N/A	CARF_m13	Saccharolobus solfataricus	178	cd09723	CARF		hypothetical protein SULZ_14380	RN(1)	RN_2_2_3
MK_CARF_00100031	NP_343472.1	CARF	CARF.427.FASTA	9.85E-17	255	3908	#N/A	CARF_m13	Sulfolobus solfataricus P2	178	cd09723	CARF		hypothetical protein SSO2081	RN(1)	RN_2_2_3
MK_CARF_00013057	WP_012713167.1	CARF	CARF.427.FASTA	1.16E-19	3909	3909	#N/A	CARF_m13	Sulfolobus islandicus	178	cd09741	CARF		hypothetical protein	RN(1)	RN_2_2_3
MK_CARF_00100557	YP_003418997.1	CARF	CARF.427.FASTA	1.16E-19	605	3910	#N/A	CARF_m13	Sulfolobus islandicus L.D.8.5	178	cd09741	CARF		hypothetical protein	RN(1)	RN_2_2_3
MK_CARF_00100417	YP_002831414.1	CARF	CARF.427.FASTA	1.16E-19	3909	3911	#N/A	CARF_m13	Sulfolobus islandicus L.S.2.15	178	cd09741	CARF		hypothetical protein LS215_0693	RN(1)	RN_2_2_3
MK_CARF_01000531	ADB86627.1	CARF	CARF.427.FASTA	1.16E-19	605	3912	#N/A	CARF_m13	Sulfolobus islandicus L.D.8.5	178	cd09741	CARF		conserved hypothetical protein	RN(1)	RN_2_2_3
MK_CARF_00100429	YP_002841071.1	CARF	CARF.427.FASTA	1.16E-19	4014	3913	#N/A	CARF_m13	Sulfolobus islandicus Y.N.15.51	178	cd09741	CARF		hypothetical protein YN1551_2131	RN(1)	RN_2_2_3
MK_CARF_00013058	WP_012717752.1	CARF	CARF.427.FASTA	1.16E-19	4014	3914	#N/A	CARF_m13	Sulfolobus islandicus	178	cd09741	CARF		hypothetical protein	RN(1)	RN_2_2_3
MK_CARF_00013055	WP_014513568.1	CARF	CARF.427.FASTA	8.24E-20	4446	3915	#N/A	CARF_m13	Sulfolobus islandicus	178	cd09741	CARF		hypothetical protein	RN(1)	RN_2_2_3
MK_CARF_00101007	YP_005647758.1	CARF	CARF.427.FASTA	8.24E-20	4446	3916	#N/A	CARF_m13	Sulfolobus islandicus REY15A	178	cd09741	CARF		hypothetical protein	RN(1)	RN_2_2_3
MK_CARF_00013105	WP_069283354.1	CARF	CARF.427.FASTA	3.59E-17	1670	3917	#N/A	CARF_m13	Sulfolobus sp. A20	178	cd09723	CARF		hypothetical protein	RN(1)	RN_2_2_3
MK_CARF_00100094	YP_255713.1	CARF	CARF.427.FASTA	1.03E-15	3949	3918	#N/A	CARF_m13	Sulfolobus acidocaldarius DSM 639	178	cd09723	CARF		hypothetical protein Saci_1063	RN(1)	RN_2_2_3
MK_CARF_01000532	gene_409|GeneMark.hmm|178_aa|+|365803|366339 LPRC01000003.1	CARF	CARF.427.FASTA	1.03E-15	3949	3919	#N/A	CARF_m13	Sulfolobus acidocaldarius strain GG12-C01-01 GG12_C01_01_scaffold3_2	178	cd09723	CARF			RN(1)	RN_2_2_3
MK_CARF_00013132	WP_011277922.1	CARF	CARF.427.FASTA	1.03E-15	3949	3920	#N/A	CARF_m13	Sulfolobus acidocaldarius	178	cd09723	CARF		hypothetical protein	RN(1)	RN_2_2_3
MK_CARF_01000533	EZQ10584.1	CARF	CARF.427.FASTA	2.01E-15	1579	3921	#N/A	CARF_m13	Candidatus Acidianus copahuensis	178	cd09723	CARF		hypothetical protein CM19_03915	RN(1)	RN_2_2_3
MK_CARF_00013207	WP_014026033.1	CARF	CARF.427.FASTA	2.12E-08	1821	3922	#N/A	CARF_m13	Pyrolobus fumarii	161	cd09723	CARF		hypothetical protein	RN(1)	RN_2_2_3
MK_CARF_00100868	YP_004780608.1	CARF	CARF.427.FASTA	2.12E-08	1821	3923	#N/A	CARF_m13	Pyrolobus fumarii 1A	161	cd09723	CARF		hypothetical protein Pyrfu_0485	RN(1)	RN_2_2_3
MK_CARF_01000815	AEM38356.1	CARF	CARF.427.FASTA	2.12E-08	1821	3924	#N/A	CARF_m13	Pyrolobus fumarii 1A	161	cd09723	CARF		hypothetical protein Pyrfu_0485	RN(1)	RN_2_2_3
MK_CARF_00013188	WP_055409327.1	CARF	CARF.427.FASTA	2.93E-10	403	3925	#N/A	CARF_m13	Pyrodictium delaneyi	158	cd09741	CARF		hypothetical protein	RN(1)	RN_2_2_3
MK_CARF_01000814	ALL01391.1	CARF	CARF.427.FASTA	2.93E-10	403	3926	#N/A	CARF_m13	Pyrodictium delaneyi	158	cd09741	CARF		hypothetical protein Pyrde_1345	RN(1)	RN_2_2_3
MK_CARF_00013069	WP_048095168.1	CARF	CARF.427.FASTA	5.27E-19	2986	3929	#N/A	CARF_m13	Archaeoglobus fulgidus	238	cd09741	CARF		CRISPR-associated protein Csx14	RN(0)	RN_2_2_2
MK_CARF_01000650	AIG97434.1	CARF	CARF.427.FASTA	5.27E-19	2986	3930	#N/A	CARF_m13	Archaeoglobus fulgidus DSM 8774	238	cd09741	CARF		CRISPR-associated protein, Csx14 family	RN(0)	RN_2_2_2
MK_CARF_ADD00000317	WP_088256074.1	CARF	CARF.214.FASTA		169a	4242	CL1_CARF	CARF_m2	Fimbriiglobus ruber	453		CARF_LON		hypothetical protein	Non-RN	
MK_CARF_ADD00000318	TVS20135.1	CARF	CARF.214.FASTA		165a	4243	CL1_CARF	CARF_m2	Planctomycetaceae bacterium	458		CARF_LON		hypothetical protein EA424_05510	Non-RN	
MK_CARF_ADD00000304	GBD36763.1	CARF	CARF.359.FASTA		171a	4244	CL1_CARF	CARF_m2	bacterium HR36	445	cd09702	CARF_LON		hypothetical protein HRbin36_01891	Non-RN	
MK_CARF_ADD00000129	RMG33056.1	CARF	CARF.167.FASTA		147a	4245	CL1_CARF	CARF_m2	Planctomycetes bacterium	495	pfam09670	CARF_LON		hypothetical protein D6725_16535	Non-RN	
MK_CARF_00010109	WP_013563884.1	CARF	CARF.61.FASTA	6.25E-101	3611	4246	CL1_CARF	CARF_m2	Isosphaera pallida	451		CARF_LON		hypothetical protein	Non-RN	
MK_CARF_ADD00000134	GBD35461.1	CARF	CARF.338.FASTA		161a	4247	CL1_CARF	CARF_m2	bacterium HR36	467	pfam09670	CARF_LON		hypothetical protein HRbin36_00573	Non-RN	
MK_CARF_ADD00000622	HBJ37385.1	CARF	CARF.402.FASTA		152a	4248	CL1_CARF	CARF_m2	Planctomycetaceae bacterium	489		CARF_LON		TPA: hypothetical protein DDZ51_22060	Non-RN	
MK_CARF_ADD00000262	RMG36283.1	CARF	CARF.360.FASTA		149a	4249	CL1_CARF	CARF_m2	Planctomycetes bacterium	493	pfam09670	CARF_LON		hypothetical protein D6725_10930	Non-RN	
MK_CARF_00013138	WP_095413627.1	CARF	CARF.111.FASTA	4.88E-15	3614	4250	CL1_CARF	CARF_m2	Thermogutta terrifontis	488	cd09747	CARF_LON		hypothetical protein	Non-RN	
MK_CARF_00010728	WP_009886100.1	CARF	CARF.393.FASTA	6.52E-66	2883	4252	CL1_CARF	CARF_m3	Ferroplasma acidarmanus	466		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_00100474	ZP_05569851.1	CARF	CARF.393.FASTA	6.52E-66	2883	4253	CL1_CARF	CARF_m3	Ferroplasma acidarmanus fer1	466		CARF_PIN		hypothetical protein Faci_00430	Non-RN	
MK_CARF_00011244	WP_081142328.1	CARF	CARF.393.FASTA	7.53E-61	2125	4254	CL1_CARF	CARF_m3	Ferroplasma acidiphilum	466		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_00010230	ARM74759.1	CARF	CARF.406.FASTA	8.46E-84	3601	4255	CL1_CARF	CARF_m3	Acidianus manzaensis	401		CARF_PIN		hypothetical protein B6F84_01110	Non-RN	
MK_CARF_00011139	WP_052883856.1	CARF	CARF.393.FASTA	8.33E-64	4408	4256	CL1_CARF	CARF_m3	Thermofilum uzonense	453		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_00100668	YP_003901586.1	CARF	CARF.375.FASTA	4.8E-87	372	4257	CL1_CARF	CARF_m3	Vulcanisaeta distributa DSM 14429	432		CARF_PIN		hypothetical protein Vdis_1148	Non-RN	
MK_CARF_00010194	WP_013336260.1	CARF	CARF.375.FASTA	4.8E-87	372	4258	CL1_CARF	CARF_m3	Vulcanisaeta distributa	432		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_01000685	ADN50535.1	CARF	CARF.375.FASTA	4.8E-87	372	4259	CL1_CARF	CARF_m3	Vulcanisaeta distributa DSM 14429	432		CARF_PIN		hypothetical protein Vdis_1148	Non-RN	
MK_CARF_00010627	WP_013775180.1	CARF	CARF.312.FASTA	1.48E-67	322	4261	CL1_CARF	CARF_m3	Acidianus hospitalis	414		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_00100784	YP_004457562.1	CARF	CARF.312.FASTA	1.48E-67	322	4262	CL1_CARF	CARF_m3	Acidianus hospitalis W1	414		CARF_PIN		hypothetical protein Ahos_0373	Non-RN	
MK_CARF_00010696	WP_110271293.1	CARF	CARF.312.FASTA	9.36E-67	2559	4263	CL1_CARF	CARF_m3	Acidianus brierleyi	405		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_00100035	NP_375877.1	CARF	CARF.312.FASTA	1.95E-68	2730	4264	CL1_CARF	CARF_m3	Sulfolobus tokodaii str. 7	430		CARF_PIN		hypothetical protein ST0035	Non-RN	
MK_CARF_00010759	WP_010977968.1	CARF	CARF.312.FASTA	1.95E-68	2730	4265	CL1_CARF	CARF_m3	Sulfolobus tokodaii	430		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_00011747	ARM74602.1	CARF	CARF.312.FASTA	2.04E-51	79	4266	CL1_CARF	CARF_m3	Acidianus manzaensis	449		CARF_PIN		hypothetical protein B6F84_00200	Non-RN	
MK_CARF_00100934	ZP_09703678.1	CARF	CARF.312.FASTA	1.67E-54	29	4267	CL1_CARF	CARF_m3	Metallosphaera yellowstonensis MK1	435		CARF_PIN		hypothetical protein MetMK1DRAFT_00004160	Non-RN	
MK_CARF_00011356	WP_126450550.1	CARF	CARF.312.FASTA	9.67E-61	4238	4268	CL1_CARF	CARF_m3	Sulfodiicoccus acidiphilus	407		CARF_PIN		hypothetical protein	Non-RN	
MK_CARF_00010285	WP_011998601.1	CARF	CARF.317.FASTA	9.99E-79	4887	4269	CL1_CARF	CARF_m3	Ignicoccus hospitalis	437		CARF_PIN		hypothetical protein	Non-RN	
